count2019_01,sourcename,ra,dec,Velo,Tsys,Int,Rms1,Vlo1,Vhi1
2591,J094853+230038,147.225,23.0108,8591,34.3,10,3.6,7171,10024
2592,2MASXJ09491233+,147.301,2.26994,15371,45.9,10,4.4,13888,16868
2593,094937.9+404125,147.408,40.6903,14097,43.4,9,4.7,12626,15582
2594,J0949+3213,147.422,32.2211,1528,89.2,10,9.5,172,2896
2595,J094951+102555,147.465,10.4319,8845,70.4,10,7.3,7422,10280
2596,J0949+0905,147.47,9.09575,5628,70.3,10,8.0,4235,7033
2597,UGC5263,147.491,46.3375,4741,32.0,10,2.7,3356,6138
2598,MRK125,147.561,45.9572,7404,28.4,10,2.6,5995,8826
2599,CGCG350-032,147.578,75.7481,11056,42.6,10,4.2,9613,12512
2600,NGC-2985,147.593,72.2786,1322,65.3,5,8.7,-31,2688
2601,J0950+0134,147.609,1.58253,7494,39.5,7,4.5,6172,8828
2603,095058.7+375759,147.745,37.9664,12157,44.1,8,5.3,10704,13623
2604,J0951+4710,147.765,47.1677,7601,47.2,10,4.6,6190,9025
2605,UGC5288,147.821,7.82742,556,40.6,10,3.6,-790,1915
2607,NGC3035,147.979,-6.82303,4354,45.0,10,4.3,2973,5748
2608,NGC3032,148.034,29.2361,1533,33.0,10,3.0,177,2901
2609,095211+010543,148.048,1.09542,5995,32.2,10,3.2,4599,7404
2610,Mrk1239,148.08,-1.61225,5974,33.2,20,2.5,4578,7383
2612,SDSSJ09523+3228,148.084,32.4742,12903,46.8,10,5.0,11534,14284
2613,UGC-5295,148.226,42.8481,4785,47.7,5,6.2,3400,6183
2614,095258+102046,148.245,10.3462,11691,35.0,10,3.2,10242,13153
2615,J095259+193755,148.246,19.6321,7331,33.9,10,3.4,5923,8753
2616,J095303+192633,148.264,19.4426,6988,33.5,10,3.2,5583,8406
2617,UGC5308,148.359,7.86525,5358,42.2,10,3.8,3968,6761
2618,RXJ0953.5+2539,148.38,25.6616,13221,44.0,40,2.1,11754,14693
